1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03641,-0.03309,-0.02986,-0.02672,-0.02357,-0.02039,-0.01719,-0.01397,-0.01071,-0.00742,-0.00411,-0.00077,0.00261,0.00601,0.00944,0.01290,0.01638,0.01988,0.02340,0.02693,0.03048,0.03405,0.03763,0.04123,0.04484,0.04846,0.05210,0.05575,0.05941,0.06308,0.06676,0.07045,0.07415,0.07786,0.08158,0.08531,0.08904,0.09278,0.09652,0.10027,0.10402,0.10777,0.11151,0.11526,0.11899,0.12272,0.12645,0.13017,0.13387,0.13757,0.14126,0.14494,0.14860,0.15225,0.15588,0.15950,0.16310,0.16669,0.17025,0.17380,0.17732,0.18082,0.18430,0.18776,0.19122,0.19468,0.19814,0.20161,0.20508,0.20855,0.21203,0.21551,0.21899,0.22248,0.22597,0.22947,0.23297,0.23647,0.23999,0.24350,0.24703,0.25055,0.25409,0.25763,0.26118,0.26474,0.26830,0.27187,0.27545,0.27904,0.28264,0.28624,0.28986,0.29348,0.29712,0.30076,0.30442,0.30808,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.04002,-0.03679,-0.03364,-0.03050,-0.02732,-0.02412,-0.02090,-0.01764,-0.01435,-0.01104,-0.00769,-0.00432,-0.00092,0.00251,0.00597,0.00945,0.01295,0.01647,0.02000,0.02355,0.02712,0.03070,0.03430,0.03791,0.04153,0.04517,0.04882,0.05248,0.05615,0.05983,0.06352,0.06722,0.07093,0.07465,0.07838,0.08211,0.08585,0.08960,0.09335,0.09709,0.10084,0.10459,0.10833,0.11206,0.11580,0.11952,0.12324,0.12694,0.13064,0.13433,0.13801,0.14167,0.14532,0.14895,0.15257,0.15618,0.15976,0.16332,0.16687,0.17039,0.17389,0.17737,0.18083,0.18429,0.18775,0.19122,0.19468,0.19815,0.20163,0.20510,0.20858,0.21206,0.21555,0.21904,0.22254,0.22604,0.22955,0.23306,0.23657,0.24010,0.24363,0.24716,0.25070,0.25425,0.25781,0.26137,0.26495,0.26852,0.27211,0.27571,0.27932,0.28293,0.28655,0.29019,0.29383,0.29749,0.30115,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.04372,-0.04057,-0.03742,-0.03425,-0.03105,-0.02782,-0.02457,-0.02128,-0.01797,-0.01462,-0.01125,-0.00785,-0.00442,-0.00096,0.00252,0.00602,0.00954,0.01308,0.01663,0.02019,0.02377,0.02737,0.03098,0.03460,0.03824,0.04189,0.04555,0.04922,0.05290,0.05659,0.06029,0.06400,0.06772,0.07145,0.07518,0.07892,0.08267,0.08642,0.09017,0.09391,0.09766,0.10140,0.10514,0.10887,0.11259,0.11631,0.12002,0.12372,0.12740,0.13108,0.13474,0.13839,0.14203,0.14565,0.14925,0.15283,0.15640,0.15994,0.16346,0.16696,0.17044,0.17390,0.17736,0.18082,0.18429,0.18776,0.19123,0.19470,0.19817,0.20165,0.20514,0.20862,0.21211,0.21561,0.21911,0.22262,0.22613,0.22965,0.23317,0.23670,0.24023,0.24378,0.24732,0.25088,0.25445,0.25802,0.26160,0.26518,0.26878,0.27239,0.27600,0.27963,0.28326,0.28691,0.29056,0.29423,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.04750,-0.04435,-0.04118,-0.03798,-0.03475,-0.03150,-0.02821,-0.02489,-0.02155,-0.01818,-0.01478,-0.01135,-0.00788,-0.00440,-0.00090,0.00261,0.00615,0.00970,0.01326,0.01685,0.02044,0.02405,0.02768,0.03131,0.03496,0.03862,0.04229,0.04597,0.04967,0.05337,0.05708,0.06080,0.06452,0.06825,0.07199,0.07574,0.07949,0.08324,0.08699,0.09073,0.09447,0.09821,0.10194,0.10566,0.10938,0.11309,0.11679,0.12047,0.12415,0.12781,0.13146,0.13510,0.13872,0.14232,0.14590,0.14947,0.15301,0.15653,0.16004,0.16351,0.16697,0.17043,0.17390,0.17736,0.18083,0.18430,0.18777,0.19125,0.19472,0.19821,0.20170,0.20519,0.20868,0.21218,0.21569,0.21920,0.22272,0.22624,0.22977,0.23331,0.23685,0.24040,0.24395,0.24752,0.25109,0.25467,0.25826,0.26185,0.26546,0.26907,0.27270,0.27633,0.27998,0.28363,0.28730,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.05128,-0.04811,-0.04491,-0.04168,-0.03842,-0.03514,-0.03182,-0.02848,-0.02511,-0.02171,-0.01827,-0.01481,-0.01133,-0.00783,-0.00432,-0.00078,0.00277,0.00634,0.00992,0.01351,0.01712,0.02075,0.02438,0.02803,0.03169,0.03536,0.03905,0.04274,0.04644,0.05015,0.05387,0.05759,0.06133,0.06507,0.06881,0.07256,0.07631,0.08006,0.08380,0.08754,0.09128,0.09501,0.09874,0.10245,0.10616,0.10986,0.11355,0.11722,0.12089,0.12454,0.12817,0.13179,0.13539,0.13897,0.14254,0.14608,0.14961,0.15311,0.15658,0.16004,0.16351,0.16697,0.17043,0.17390,0.17737,0.18084,0.18432,0.18780,0.19128,0.19477,0.19826,0.20175,0.20526,0.20876,0.21227,0.21579,0.21931,0.22284,0.22638,0.22992,0.23347,0.23702,0.24059,0.24416,0.24774,0.25133,0.25493,0.25853,0.26215,0.26577,0.26940,0.27305,0.27670,0.28037,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.05504,-0.05184,-0.04861,-0.04535,-0.04206,-0.03875,-0.03541,-0.03204,-0.02863,-0.02520,-0.02174,-0.01826,-0.01476,-0.01124,-0.00771,-0.00416,-0.00059,0.00299,0.00659,0.01020,0.01382,0.01746,0.02110,0.02476,0.02844,0.03212,0.03581,0.03951,0.04322,0.04694,0.05066,0.05440,0.05814,0.06188,0.06563,0.06938,0.07313,0.07687,0.08062,0.08435,0.08808,0.09181,0.09552,0.09923,0.10293,0.10662,0.11029,0.11396,0.11761,0.12124,0.12486,0.12846,0.13205,0.13561,0.13916,0.14268,0.14618,0.14966,0.15312,0.15658,0.16004,0.16350,0.16697,0.17044,0.17391,0.17739,0.18087,0.18435,0.18784,0.19133,0.19483,0.19833,0.20183,0.20534,0.20886,0.21238,0.21591,0.21945,0.22299,0.22654,0.23010,0.23366,0.23723,0.24081,0.24440,0.24800,0.25160,0.25522,0.25884,0.26248,0.26612,0.26978,0.27344,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.05876,-0.05554,-0.05228,-0.04899,-0.04568,-0.04234,-0.03896,-0.03556,-0.03213,-0.02867,-0.02519,-0.02169,-0.01817,-0.01464,-0.01109,-0.00752,-0.00394,-0.00034,0.00327,0.00689,0.01053,0.01418,0.01784,0.02151,0.02519,0.02888,0.03258,0.03629,0.04001,0.04374,0.04747,0.05121,0.05495,0.05870,0.06245,0.06620,0.06995,0.07369,0.07742,0.08115,0.08488,0.08860,0.09230,0.09600,0.09969,0.10337,0.10703,0.11068,0.11431,0.11793,0.12153,0.12512,0.12868,0.13223,0.13575,0.13925,0.14273,0.14619,0.14965,0.15311,0.15658,0.16004,0.16351,0.16698,0.17046,0.17394,0.17742,0.18091,0.18440,0.18790,0.19140,0.19491,0.19842,0.20193,0.20546,0.20899,0.21252,0.21606,0.21961,0.22317,0.22673,0.23030,0.23388,0.23747,0.24107,0.24467,0.24829,0.25191,0.25555,0.25919,0.26285,0.26651,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06246,-0.05921,-0.05592,-0.05261,-0.04926,-0.04589,-0.04249,-0.03906,-0.03560,-0.03212,-0.02862,-0.02510,-0.02157,-0.01802,-0.01445,-0.01087,-0.00727,-0.00366,-0.00004,0.00360,0.00725,0.01091,0.01458,0.01826,0.02195,0.02565,0.02936,0.03308,0.03681,0.04054,0.04428,0.04803,0.05178,0.05553,0.05927,0.06302,0.06676,0.07050,0.07423,0.07795,0.08167,0.08538,0.08907,0.09276,0.09644,0.10010,0.10375,0.10739,0.11100,0.11461,0.11819,0.12175,0.12530,0.12882,0.13232,0.13580,0.13926,0.14272,0.14618,0.14965,0.15311,0.15658,0.16006,0.16353,0.16701,0.17050,0.17398,0.17747,0.18097,0.18447,0.18798,0.19149,0.19501,0.19853,0.20206,0.20559,0.20913,0.21268,0.21624,0.21980,0.22338,0.22696,0.23054,0.23414,0.23775,0.24136,0.24499,0.24862,0.25226,0.25592,0.25958,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06614,-0.06285,-0.05953,-0.05619,-0.05282,-0.04942,-0.04599,-0.04253,-0.03904,-0.03555,-0.03203,-0.02849,-0.02494,-0.02138,-0.01779,-0.01420,-0.01059,-0.00696,-0.00333,0.00032,0.00398,0.00765,0.01133,0.01502,0.01873,0.02244,0.02615,0.02988,0.03361,0.03735,0.04110,0.04485,0.04860,0.05234,0.05609,0.05983,0.06357,0.06730,0.07102,0.07474,0.07845,0.08215,0.08583,0.08951,0.09317,0.09682,0.10046,0.10408,0.10768,0.11126,0.11483,0.11837,0.12189,0.12539,0.12887,0.13233,0.13579,0.13925,0.14272,0.14619,0.14966,0.15313,0.15660,0.16008,0.16357,0.16705,0.17055,0.17404,0.17754,0.18105,0.18456,0.18808,0.19160,0.19513,0.19866,0.20221,0.20576,0.20931,0.21288,0.21645,0.22003,0.22362,0.22721,0.23082,0.23443,0.23806,0.24169,0.24534,0.24899,0.25266,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06978,-0.06646,-0.06312,-0.05975,-0.05635,-0.05292,-0.04945,-0.04597,-0.04247,-0.03896,-0.03542,-0.03187,-0.02830,-0.02472,-0.02113,-0.01752,-0.01389,-0.01026,-0.00661,-0.00295,0.00072,0.00440,0.00810,0.01180,0.01551,0.01923,0.02295,0.02668,0.03042,0.03417,0.03792,0.04167,0.04542,0.04916,0.05290,0.05664,0.06037,0.06409,0.06781,0.07152,0.07522,0.07891,0.08258,0.08625,0.08989,0.09353,0.09715,0.10075,0.10433,0.10790,0.11144,0.11497,0.11847,0.12194,0.12540,0.12886,0.13233,0.13579,0.13926,0.14273,0.14620,0.14968,0.15316,0.15664,0.16013,0.16362,0.16711,0.17061,0.17412,0.17763,0.18115,0.18467,0.18820,0.19174,0.19528,0.19883,0.20238,0.20595,0.20952,0.21310,0.21669,0.22028,0.22389,0.22750,0.23113,0.23476,0.23841,0.24206,0.24573,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.07339,-0.07005,-0.06668,-0.06328,-0.05984,-0.05638,-0.05290,-0.04940,-0.04588,-0.04235,-0.03880,-0.03523,-0.03165,-0.02805,-0.02444,-0.02082,-0.01719,-0.01354,-0.00988,-0.00621,-0.00252,0.00117,0.00487,0.00858,0.01230,0.01602,0.01976,0.02350,0.02724,0.03099,0.03474,0.03849,0.04223,0.04597,0.04971,0.05344,0.05717,0.06088,0.06459,0.06829,0.07198,0.07565,0.07932,0.08297,0.08660,0.09022,0.09382,0.09741,0.10097,0.10451,0.10804,0.11154,0.11501,0.11848,0.12194,0.12540,0.12886,0.13233,0.13580,0.13927,0.14275,0.14623,0.14971,0.15320,0.15669,0.16019,0.16369,0.16719,0.17070,0.17422,0.17774,0.18127,0.18481,0.18835,0.19190,0.19546,0.19902,0.20259,0.20617,0.20976,0.21336,0.21696,0.22058,0.22420,0.22784,0.23148,0.23513,0.23880,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.07698,-0.07361,-0.07020,-0.06677,-0.06331,-0.05983,-0.05633,-0.05281,-0.04928,-0.04573,-0.04216,-0.03858,-0.03498,-0.03137,-0.02775,-0.02411,-0.02047,-0.01681,-0.01313,-0.00945,-0.00576,-0.00206,0.00165,0.00537,0.00910,0.01283,0.01657,0.02031,0.02406,0.02781,0.03156,0.03530,0.03905,0.04278,0.04651,0.05024,0.05395,0.05766,0.06136,0.06505,0.06873,0.07239,0.07604,0.07967,0.08329,0.08689,0.09048,0.09404,0.09759,0.10111,0.10461,0.10809,0.11155,0.11501,0.11847,0.12193,0.12540,0.12887,0.13234,0.13582,0.13930,0.14278,0.14627,0.14976,0.15326,0.15676,0.16026,0.16378,0.16729,0.17082,0.17434,0.17788,0.18142,0.18497,0.18853,0.19209,0.19566,0.19924,0.20283,0.20643,0.21003,0.21365,0.21727,0.22091,0.22455,0.22821,0.23187,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.08053,-0.07713,-0.07370,-0.07024,-0.06676,-0.06326,-0.05974,-0.05621,-0.05266,-0.04909,-0.04551,-0.04191,-0.03830,-0.03468,-0.03104,-0.02739,-0.02373,-0.02006,-0.01638,-0.01269,-0.00899,-0.00528,-0.00156,0.00217,0.00590,0.00964,0.01339,0.01714,0.02088,0.02463,0.02838,0.03212,0.03585,0.03959,0.04331,0.04703,0.05073,0.05443,0.05812,0.06180,0.06546,0.06911,0.07274,0.07636,0.07997,0.08355,0.08711,0.09066,0.09418,0.09768,0.10116,0.10462,0.10808,0.11154,0.11501,0.11847,0.12194,0.12542,0.12889,0.13237,0.13585,0.13934,0.14283,0.14633,0.14983,0.15334,0.15685,0.16036,0.16389,0.16742,0.17095,0.17449,0.17804,0.18160,0.18516,0.18873,0.19231,0.19590,0.19950,0.20311,0.20672,0.21034,0.21398,0.21762,0.22128,0.22494,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.08406,-0.08063,-0.07717,-0.07369,-0.07019,-0.06667,-0.06314,-0.05958,-0.05602,-0.05244,-0.04884,-0.04523,-0.04161,-0.03797,-0.03432,-0.03066,-0.02699,-0.02331,-0.01962,-0.01592,-0.01221,-0.00849,-0.00476,-0.00103,0.00271,0.00646,0.01021,0.01396,0.01770,0.02145,0.02519,0.02893,0.03266,0.03638,0.04010,0.04381,0.04750,0.05119,0.05487,0.05853,0.06218,0.06582,0.06944,0.07304,0.07662,0.08019,0.08373,0.08725,0.09075,0.09423,0.09769,0.10115,0.10461,0.10808,0.11155,0.11501,0.11849,0.12196,0.12544,0.12893,0.13241,0.13590,0.13940,0.14290,0.14641,0.14992,0.15344,0.15696,0.16049,0.16402,0.16757,0.17111,0.17467,0.17823,0.18181,0.18539,0.18897,0.19257,0.19618,0.19979,0.20342,0.20705,0.21070,0.21435,0.21802,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.08756,-0.08410,-0.08061,-0.07711,-0.07360,-0.07006,-0.06651,-0.06295,-0.05936,-0.05577,-0.05216,-0.04853,-0.04490,-0.04125,-0.03759,-0.03392,-0.03024,-0.02654,-0.02284,-0.01913,-0.01542,-0.01169,-0.00796,-0.00422,-0.00047,0.00328,0.00703,0.01078,0.01452,0.01826,0.02200,0.02573,0.02945,0.03317,0.03688,0.04058,0.04426,0.04794,0.05160,0.05525,0.05889,0.06251,0.06611,0.06969,0.07326,0.07680,0.08032,0.08382,0.08730,0.09076,0.09422,0.09769,0.10115,0.10462,0.10809,0.11156,0.11504,0.11851,0.12200,0.12548,0.12898,0.13247,0.13597,0.13948,0.14299,0.14651,0.15003,0.15356,0.15710,0.16064,0.16419,0.16774,0.17131,0.17488,0.17846,0.18205,0.18564,0.18925,0.19286,0.19649,0.20012,0.20377,0.20742,0.21109,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.09102,-0.08754,-0.08404,-0.08053,-0.07699,-0.07344,-0.06987,-0.06629,-0.06270,-0.05909,-0.05546,-0.05183,-0.04818,-0.04452,-0.04085,-0.03716,-0.03347,-0.02977,-0.02606,-0.02234,-0.01862,-0.01488,-0.01114,-0.00740,-0.00365,0.00010,0.00385,0.00759,0.01133,0.01507,0.01880,0.02253,0.02624,0.02995,0.03365,0.03734,0.04101,0.04468,0.04833,0.05196,0.05558,0.05918,0.06276,0.06633,0.06987,0.07340,0.07690,0.08037,0.08383,0.08729,0.09076,0.09422,0.09769,0.10116,0.10463,0.10811,0.11159,0.11507,0.11856,0.12205,0.12554,0.12905,0.13255,0.13606,0.13958,0.14310,0.14663,0.15017,0.15371,0.15726,0.16081,0.16438,0.16795,0.17153,0.17512,0.17871,0.18232,0.18594,0.18956,0.19319,0.19684,0.20049,0.20416,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.09447,-0.09097,-0.08745,-0.08392,-0.08037,-0.07680,-0.07322,-0.06962,-0.06601,-0.06239,-0.05875,-0.05511,-0.05145,-0.04777,-0.04409,-0.04040,-0.03670,-0.03299,-0.02927,-0.02555,-0.02181,-0.01807,-0.01433,-0.01058,-0.00683,-0.00308,0.00066,0.00440,0.00814,0.01187,0.01560,0.01931,0.02302,0.02672,0.03041,0.03408,0.03775,0.04140,0.04503,0.04865,0.05225,0.05584,0.05940,0.06295,0.06647,0.06997,0.07345,0.07691,0.08037,0.08383,0.08729,0.09076,0.09423,0.09770,0.10118,0.10466,0.10814,0.11163,0.11512,0.11862,0.12212,0.12562,0.12913,0.13265,0.13617,0.13970,0.14324,0.14678,0.15033,0.15389,0.15745,0.16102,0.16460,0.16819,0.17179,0.17539,0.17901,0.18263,0.18627,0.18991,0.19357,0.19723,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.09790,-0.09438,-0.09085,-0.08730,-0.08373,-0.08015,-0.07655,-0.07294,-0.06932,-0.06568,-0.06203,-0.05837,-0.05470,-0.05102,-0.04733,-0.04363,-0.03992,-0.03620,-0.03247,-0.02874,-0.02500,-0.02126,-0.01751,-0.01376,-0.01001,-0.00626,-0.00252,0.00121,0.00494,0.00867,0.01239,0.01609,0.01979,0.02348,0.02716,0.03082,0.03447,0.03810,0.04172,0.04532,0.04891,0.05247,0.05602,0.05954,0.06304,0.06652,0.06998,0.07344,0.07690,0.08037,0.08383,0.08730,0.09077,0.09425,0.09773,0.10121,0.10470,0.10819,0.11169,0.11519,0.11869,0.12221,0.12572,0.12925,0.13278,0.13631,0.13985,0.14340,0.14696,0.15052,0.15409,0.15767,0.16126,0.16486,0.16846,0.17208,0.17570,0.17934,0.18298,0.18664,0.19030,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10131,-0.09778,-0.09423,-0.09066,-0.08708,-0.08348,-0.07987,-0.07625,-0.07261,-0.06896,-0.06530,-0.06163,-0.05795,-0.05426,-0.05056,-0.04685,-0.04313,-0.03940,-0.03567,-0.03193,-0.02818,-0.02443,-0.02068,-0.01694,-0.01319,-0.00945,-0.00571,-0.00198,0.00174,0.00546,0.00917,0.01286,0.01655,0.02023,0.02389,0.02754,0.03118,0.03479,0.03840,0.04198,0.04554,0.04909,0.05261,0.05611,0.05959,0.06305,0.06651,0.06997,0.07344,0.07690,0.08037,0.08385,0.08732,0.09080,0.09428,0.09777,0.10126,0.10476,0.10826,0.11177,0.11528,0.11880,0.12232,0.12585,0.12938,0.13292,0.13647,0.14003,0.14359,0.14717,0.15075,0.15433,0.15793,0.16154,0.16515,0.16878,0.17241,0.17605,0.17971,0.18337,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10470,-0.10115,-0.09759,-0.09400,-0.09041,-0.08680,-0.08318,-0.07954,-0.07589,-0.07223,-0.06856,-0.06488,-0.06119,-0.05748,-0.05377,-0.05006,-0.04633,-0.04260,-0.03886,-0.03511,-0.03136,-0.02761,-0.02387,-0.02012,-0.01638,-0.01264,-0.00891,-0.00519,-0.00147,0.00224,0.00594,0.00962,0.01330,0.01696,0.02061,0.02425,0.02787,0.03147,0.03505,0.03862,0.04216,0.04568,0.04918,0.05266,0.05612,0.05958,0.06304,0.06651,0.06998,0.07345,0.07692,0.08039,0.08387,0.08736,0.09084,0.09434,0.09783,0.10133,0.10484,0.10835,0.11187,0.11539,0.11892,0.12245,0.12600,0.12955,0.13310,0.13667,0.14024,0.14382,0.14741,0.15100,0.15461,0.15822,0.16185,0.16548,0.16913,0.17278,0.17645,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10808,-0.10452,-0.10093,-0.09734,-0.09373,-0.09010,-0.08647,-0.08282,-0.07916,-0.07549,-0.07181,-0.06811,-0.06441,-0.06070,-0.05698,-0.05326,-0.04953,-0.04579,-0.04204,-0.03829,-0.03454,-0.03079,-0.02705,-0.02331,-0.01957,-0.01584,-0.01212,-0.00840,-0.00469,-0.00099,0.00270,0.00637,0.01003,0.01368,0.01732,0.02094,0.02454,0.02812,0.03169,0.03523,0.03876,0.04226,0.04573,0.04919,0.05265,0.05612,0.05958,0.06305,0.06652,0.06999,0.07347,0.07695,0.08043,0.08392,0.08741,0.09090,0.09440,0.09791,0.10142,0.10494,0.10846,0.11199,0.11553,0.11907,0.12262,0.12617,0.12974,0.13331,0.13689,0.14048,0.14407,0.14768,0.15129,0.15492,0.15855,0.16220,0.16585,0.16952,0.00000
